length,average_word_length,percentage_of_1,percentage_of_0,percentage_of_01,percentage_of_10,frequency_of_1,frequency_of_0,special,code
3,4.33,2.3333333333333335,1.9999999999999998,1.3333333333333333,0.3333333333333333,1.6166281755196306,1.3856812933025404,2.3683333096500002e-06,True
3,4.33,1.3333333333333333,3.0,0.6666666666666666,1.0,0.9237875288683602,2.0785219399538106,9.379999906200002e-06,True
3,5.0,3.0,2.0,1.0,0.3333333333333333,1.7999999999999998,1.2,7.6833332565e-07,True
10,4.4,2.2,2.2,0.7,0.4,4.999999999999999,5.0,6591.637750469623,True
6,4.67,2.1666666666666665,2.5,0.9999999999999999,0.6666666666666666,2.78372591006424,3.2119914346895073,0.13959438277072284,True
3,4.67,3.0,1.6666666666666665,1.3333333333333333,0.6666666666666666,1.9271948608137046,1.0706638115631693,1.2016666546500002e-06,True
6,5.67,2.6666666666666665,3.0,0.9999999999999999,1.3333333333333333,2.821869488536155,3.1746031746031744,9.45289820380435,True
5,4.6,2.6000000000000005,2.0,1.0,1.2000000000000002,2.8260869565217392,2.1739130434782608,0.0055962599440374005,True
5,5.6,3.0,2.6000000000000005,1.0,1.2,2.6785714285714284,2.321428571428571,0.11764920282350798,True
7,5.14,2.714285714285714,2.4285714285714284,1.1428571428571426,1.2857142857142856,3.6964980544747084,3.30739299610895,41.4493517497922,True
3,2.33,1.0,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.2875536480686696,1.7167381974248928,7.499999925000001e-08,True
6,5.17,3.0,2.166666666666667,1.3333333333333333,0.8333333333333333,3.481624758220503,2.514506769825919,0.7921262195787379,True
3,3.67,2.333333333333333,1.3333333333333333,1.0,1.0,1.907356948228883,1.0899182561307903,5.416666612500001e-07,True
4,5.0,2.5,2.5,1.0,1.25,2.0,2.0,0.0009123687408763125,True
9,5.22,2.666666666666667,2.555555555555556,1.1111111111111112,0.7777777777777779,4.597701149425288,4.406130268199234,66426.30116761477,True
3,3.33,1.3333333333333333,2.0,0.6666666666666666,0.6666666666666666,1.2012012012012012,1.8018018018018018,1.2366666543000001e-06,True
3,3.0,1.3333333333333333,1.6666666666666665,0.6666666666666666,1.0,1.3333333333333333,1.6666666666666665,6.033333273000001e-07,True
4,4.25,2.0,2.25,0.5,0.5,1.8823529411764706,2.1176470588235294,8.643874913561251e-05,True
5,4.2,2.6,1.5999999999999999,0.6000000000000001,1.0,3.0952380952380953,1.9047619047619049,0.00175821198241788,True
4,4.0,1.5,2.5,0.75,1.0,1.5,2.5,5.9717499402825006e-05,True
7,5.14,2.999999999999999,2.142857142857143,0.857142857142857,1.1428571428571428,4.0856031128404675,2.918287937743191,26.129531253704688,True
4,4.5,2.0,2.5,1.0,1.0,1.7777777777777777,2.2222222222222223,0.0003108062468919375,True
6,5.17,2.5,2.6666666666666665,0.8333333333333333,0.8333333333333333,2.9013539651837523,3.0947775628626695,0.22107975528920246,True
6,5.33,2.8333333333333335,2.5,1.1666666666666667,1.1666666666666665,3.189493433395872,2.8142589118198873,2.457361182093055,True
4,3.25,1.25,2.0,0.5,0.75,1.5384615384615385,2.4615384615384617,7.237499927625001e-06,True
4,4.5,2.25,2.25,0.75,1.25,1.9999999999999998,1.9999999999999998,0.00010542374894576251,True
3,5.67,2.6666666666666665,3.0,1.6666666666666665,1.6666666666666665,1.4109347442680775,1.5873015873015872,6.287166603795e-05,True
6,4.5,1.8333333333333335,2.6666666666666665,0.9999999999999999,0.8333333333333333,2.4444444444444446,3.5555555555555554,0.034858424651415754,True
11,5.73,2.909090909090909,2.818181818181818,1.4545454545454544,1.1818181818181819,5.5846422338568935,5.4101221640488655,2608276375.06199,True
7,5.14,2.714285714285714,2.4285714285714284,0.8571428571428571,1.1428571428571428,3.696498054474708,3.3073929961089497,30.451970189766012,True
5,4.6,1.8,2.8000000000000003,0.8,1.0,1.956521739130435,3.0434782608695654,0.0072426829275731705,True
5,5.2,3.0,2.2,1.4,1.2,2.884615384615384,2.115384615384615,0.01919021780809782,True
5,4.6,2.5999999999999996,2.0000000000000004,0.8,0.6000000000000001,2.8260869565217392,2.173913043478261,0.00024492999755070004,True
6,4.17,1.8333333333333333,2.3333333333333335,0.5,0.9999999999999999,2.6378896882494005,3.357314148681055,0.027710511389561553,True
6,4.5,2.666666666666667,1.8333333333333335,0.5,0.9999999999999999,3.5555555555555554,2.444444444444444,0.09230340157696598,True
7,4.57,2.428571428571428,2.142857142857143,0.7142857142857142,0.7142857142857142,3.7199124726477026,3.282275711159737,0.9469816791016118,True
5,4.0,1.8,2.1999999999999997,0.6000000000000001,0.6000000000000001,2.25,2.75,0.00092342099076579,True
6,5.0,1.8333333333333333,3.166666666666667,1.0,0.5,2.2,3.8,0.5585768152475652,True
5,3.8,2.0,1.8,1.2000000000000002,1.0,2.6315789473684212,2.368421052631579,8.644299913557001e-05,True
4,5.0,2.75,2.25,0.75,1.25,2.2,1.8,0.0007172362428276376,True
3,5.67,2.333333333333333,3.333333333333333,1.3333333333333333,1.3333333333333333,1.2345679012345678,1.763668430335097,0.00020247499797525003,True
3,4.0,1.3333333333333333,2.6666666666666665,0.6666666666666666,1.0,1.0,2.0,6.6816665998500005e-06,True
6,5.67,2.5,3.1666666666666665,0.9999999999999999,1.3333333333333333,2.6455026455026456,3.3509700176366843,11.951093447989065,True
4,3.25,1.75,1.5,0.75,0.75,2.153846153846154,1.8461538461538463,8.171249918287501e-06,True
3,3.0,1.6666666666666665,1.3333333333333333,0.3333333333333333,1.0,1.6666666666666665,1.3333333333333333,5.999999940000001e-07,True
4,4.0,2.75,1.25,0.25,0.5,2.75,1.25,1.0311249896887502e-05,True
4,5.75,2.25,3.5,1.25,1.75,1.5652173913043477,2.434782608695652,0.006935668680643313,True
7,5.14,3.142857142857143,2.0,0.9999999999999999,0.9999999999999999,4.280155642023346,2.7237354085603114,24.71538554856043,True
5,5.0,2.6,2.4,1.2,0.8,2.6,2.4,0.010306363896936361,True
8,5.5,2.875,2.625,1.0,1.0,4.181818181818182,3.8181818181818183,6020.0354443971455,True
6,4.5,2.4999999999999996,1.9999999999999998,0.8333333333333333,1.1666666666666667,3.3333333333333335,2.666666666666667,0.033742972995903606,True
5,4.8,2.4000000000000004,2.4,1.2000000000000002,1.0,2.5,2.5,0.015541424844585752,True
4,3.5,2.0,1.5,0.5,0.5,2.2857142857142856,1.7142857142857142,2.097499979025e-06,True
3,4.33,2.3333333333333335,1.9999999999999998,1.0,1.0,1.6166281755196306,1.3856812933025404,5.449999945500001e-06,True
4,5.75,3.0,2.75,1.5,1.5,2.0869565217391304,1.9130434782608694,0.0063710049362899505,True
7,5.71,3.2857142857142856,2.4285714285714284,1.2857142857142856,1.5714285714285712,4.028021015761822,2.9772329246935203,34.63767911290892,True
3,2.0,1.0,1.0,0.3333333333333333,0.0,1.5,1.5,2.1666666450000002e-08,True
8,5.5,2.125,3.375,0.625,0.75,3.090909090909091,4.909090909090909,8213.8300232942,True
6,5.33,3.0,2.333333333333333,1.3333333333333333,1.3333333333333333,3.3771106941838647,2.626641651031895,1.0565401802679315,True
3,2.67,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.0,1.4981273408239701,1.4981273408239701,9.499999905000001e-08,True
3,3.67,2.0,1.6666666666666665,1.0,0.3333333333333333,1.6348773841961854,1.3623978201634879,1.4499999855000002e-07,True
5,4.2,1.8000000000000003,2.4,0.6000000000000001,0.6000000000000001,2.142857142857143,2.857142857142857,0.00117918798820812,True
3,3.0,1.3333333333333333,1.6666666666666665,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.6666666666666665,5.1499999485e-07,True
9,5.78,2.8888888888888893,2.888888888888889,1.2222222222222223,1.1111111111111112,4.498269896193771,4.498269896193771,2410508.3682536087,True
3,3.33,1.9999999999999998,1.3333333333333333,1.0,0.3333333333333333,1.8018018018018016,1.2012012012012012,4.4833332885000004e-07,True
4,4.0,2.0,2.0,1.0,1.0,2.0,2.0,4.505374954946251e-05,True
3,4.0,1.6666666666666665,2.3333333333333335,1.0,1.3333333333333333,1.25,1.75,4.618333287150001e-06,True
5,4.2,1.8000000000000003,2.4,0.8,1.0,2.142857142857143,2.857142857142857,0.00102842898971571,True
6,4.33,1.5,2.833333333333333,0.6666666666666666,0.9999999999999999,2.0785219399538106,3.926096997690531,0.04859774951402251,True
5,3.8,1.8,2.0,0.4,0.4,2.3684210526315788,2.631578947368421,0.00013209399867906,True
3,3.67,1.0,2.666666666666667,0.3333333333333333,0.3333333333333333,0.8174386920980927,2.1798365122615806,3.3649999663500004e-06,True
6,5.83,3.1666666666666665,2.6666666666666665,1.3333333333333333,1.1666666666666665,3.259005145797598,2.7444253859348198,15.337799163288675,True
10,5.4,3.1000000000000005,2.3000000000000007,0.9999999999999999,1.1,5.74074074074074,4.259259259259259,789802.6366137491,True
5,4.0,1.8,2.2,0.8,1.0,2.25,2.75,0.0008670199913298001,True
5,3.2,1.4,1.8,0.6000000000000001,0.6000000000000001,2.1875,2.8125,4.4899999551000005e-05,True
3,5.0,1.6666666666666665,3.3333333333333335,0.3333333333333333,1.0,1.0,1.9999999999999998,5.4136666125300005e-05,True
4,5.5,3.5,2.0,0.75,0.75,2.5454545454545454,1.4545454545454546,0.001291522487084775,True
4,4.75,2.75,2.0,1.0,1.0,2.3157894736842106,1.6842105263157894,0.00015649249843507503,True
6,5.0,2.5,2.5,1.1666666666666665,1.3333333333333333,2.9999999999999996,3.0,0.7450133758831996,True
3,4.67,2.3333333333333335,2.333333333333333,1.3333333333333333,1.3333333333333333,1.4989293361884368,1.498929336188437,9.204999907950001e-06,True
5,5.0,2.8,2.1999999999999997,0.8,1.4,2.8,2.1999999999999997,0.010185807898141922,True
5,3.6,2.4000000000000004,1.2,0.8,0.0,3.333333333333333,1.6666666666666665,0.00010446499895535001,True
4,3.5,1.5,2.0,1.0,0.75,1.714285714285714,2.2857142857142856,4.452499955475e-06,True
6,6.33,2.1666666666666665,4.166666666666667,1.1666666666666665,0.9999999999999999,2.0537124802527646,3.949447077409163,219.16573411584267,True
3,4.67,1.3333333333333333,3.3333333333333335,0.6666666666666666,0.3333333333333333,0.8565310492505354,2.141327623126338,2.7134999728650004e-05,True
3,5.0,2.0,3.0,0.6666666666666666,0.6666666666666666,1.2000000000000002,1.7999999999999998,5.0796666158700006e-05,True
4,3.5,2.25,1.25,0.5,0.75,2.571428571428571,1.4285714285714284,2.1249999787500004e-06,True
5,4.4,2.2,2.2,1.4,1.2000000000000002,2.4999999999999996,2.5,0.0032946369670536304,True
6,4.17,1.8333333333333333,2.3333333333333335,0.9999999999999999,0.8333333333333333,2.6378896882494005,3.357314148681055,0.023433329765666703,True
4,3.75,1.75,2.0,1.0,0.75,1.8666666666666667,2.1333333333333333,2.5371249746287502e-05,True
4,3.5,1.0,2.5,0.5,0.75,1.1428571428571428,2.857142857142857,1.9496249805037503e-05,True
4,4.0,2.5,1.5,0.25,0.75,2.5,1.5,4.84499995155e-06,True
3,5.33,2.0,3.333333333333333,1.0,1.0,1.125703564727955,1.876172607879925,2.6409999735900002e-05,True
6,5.0,2.5,2.5,1.1666666666666665,1.1666666666666667,3.0,3.0,0.5883209391167906,True
4,4.0,2.25,1.75,0.5,1.0,2.25,1.75,6.57699993423e-05,True
3,4.0,2.0,2.0,0.6666666666666666,0.6666666666666666,1.5,1.5,1.0916666557500002e-06,True
3,5.0,3.333333333333333,1.6666666666666665,1.0,1.0,2.0,1.0,4.2899999571e-06,True
5,5.4,2.2,3.2,1.4,0.8,2.0370370370370368,2.962962962962963,0.1213448097865519,True
3,3.33,1.9999999999999998,1.3333333333333333,1.0,1.0,1.8018018018018016,1.2012012012012012,5.616666610500001e-07,True
3,2.67,1.6666666666666665,1.0,0.3333333333333333,0.6666666666666666,1.8726591760299627,1.1235955056179776,7.333333260000001e-08,True
3,3.0,1.6666666666666665,1.3333333333333333,0.3333333333333333,0.3333333333333333,1.6666666666666665,1.3333333333333333,6.4499999355e-07,True
4,5.25,3.25,2.0,0.75,0.75,2.4761904761904763,1.5238095238095237,0.0005796899942031,True
4,4.75,1.75,3.0,1.25,1.25,1.4736842105263157,2.526315789473684,0.00012123624878763751,True
9,4.67,2.666666666666667,2.0,1.1111111111111112,0.7777777777777779,5.139186295503212,3.8543897216274097,1504.736848862076,True
6,5.0,3.0,2.0,0.9999999999999999,1.1666666666666665,3.5999999999999996,2.4000000000000004,0.7379632734537006,True
5,4.6,2.6,2.0,0.8,1.0,2.8260869565217392,2.1739130434782608,0.00512207494877925,True
3,5.33,1.3333333333333333,4.0,0.6666666666666666,0.6666666666666666,0.7504690431519699,2.25140712945591,4.436833288965e-05,True
4,3.75,1.75,2.0,0.75,0.75,1.8666666666666667,2.1333333333333333,8.227499917725e-06,True
3,3.0,1.6666666666666665,1.3333333333333333,1.0,0.3333333333333333,1.6666666666666665,1.3333333333333333,2.3499999765000002e-07,True
3,4.33,3.0,1.3333333333333333,1.0,1.0,2.0785219399538106,0.9237875288683602,4.699999953000001e-06,True
5,5.4,3.4,2.0,0.8,1.4,3.148148148148148,1.8518518518518516,0.10945577490544225,True
8,4.75,2.5,2.25,0.875,1.0,4.2105263157894735,3.7894736842105265,147.01153593238465,True
3,4.0,3.333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,2.5,0.5,8.599999914000001e-07,True
9,5.56,2.777777777777778,2.777777777777778,1.1111111111111112,1.3333333333333335,4.496402877697842,4.496402877697842,413314.97211044526,True
5,5.0,3.2,1.8000000000000003,1.0,1.4,3.2,1.8000000000000003,0.009072975909270241,True
3,4.33,1.3333333333333333,3.0,0.6666666666666666,0.3333333333333333,0.9237875288683602,2.0785219399538106,1.3414999865850001e-05,True
3,4.0,3.0,1.0,0.6666666666666666,0.6666666666666666,2.25,0.75,4.3499999565000006e-07,True
4,4.0,2.25,1.75,0.5,0.75,2.25,1.75,4.3057499569425e-05,True
4,6.75,3.25,3.5,0.75,1.5,1.9259259259259258,2.074074074074074,0.15041468849585313,True
3,4.33,3.0000000000000004,1.3333333333333333,1.0,0.6666666666666666,2.0785219399538106,0.9237875288683602,5.3833332795e-07,True
7,5.0,2.8571428571428568,2.142857142857143,0.857142857142857,0.9999999999999999,4.0,3.0000000000000004,23.250754145349603,True
6,6.0,2.5,3.5,1.1666666666666665,1.6666666666666667,2.5,3.5,39.11006920556598,True
4,5.5,2.25,3.25,1.25,1.25,1.6363636363636362,2.3636363636363633,0.0036449312135506877,True
4,4.25,2.0,2.25,0.75,0.75,1.8823529411764706,2.1176470588235294,0.00015236374847636252,True
6,5.17,2.333333333333333,2.833333333333333,1.1666666666666665,1.1666666666666665,2.7079303675048356,3.288201160541586,1.6389516411104836,True
5,4.8,2.0,2.8000000000000003,1.2000000000000002,0.8,2.0833333333333335,2.916666666666667,0.01420845885791541,True
6,4.17,1.8333333333333333,2.333333333333333,0.8333333333333333,1.1666666666666665,2.6378896882494005,3.3573141486810556,0.0093839899061601,True
5,5.4,2.6000000000000005,2.8000000000000003,1.6,1.4,2.4074074074074074,2.5925925925925926,0.012245780877542191,True
3,3.67,1.0,2.666666666666667,0.6666666666666666,0.6666666666666666,0.8174386920980927,2.1798365122615806,2.9283333040500004e-06,True
5,3.0,1.4,1.5999999999999999,0.2,0.8,2.333333333333333,2.6666666666666665,2.42599997574e-05,True
4,6.5,3.25,3.25,1.25,1.0,2.0,2.0,0.005028137449718625,True
4,3.25,1.25,2.0,0.5,0.75,1.5384615384615385,2.4615384615384617,3.0337499696625002e-06,True
5,4.2,2.6,1.6,0.8,1.0,3.0952380952380953,1.9047619047619047,0.0011554009884459902,True
4,5.75,2.5,3.25,1.25,1.25,1.7391304347826089,2.260869565217391,0.005019397449806026,True
4,5.5,2.25,3.25,1.25,0.5,1.6363636363636362,2.3636363636363638,0.0006271437437285626,True
3,3.67,1.6666666666666665,2.0,0.3333333333333333,0.3333333333333333,1.3623978201634879,1.6348773841961854,3.4499999655000006e-07,True
3,3.0,1.3333333333333333,1.6666666666666665,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.6666666666666665,5.266666614e-07,True
4,5.5,3.75,1.75,1.0,1.25,2.727272727272727,1.2727272727272727,0.002950131220498688,True
7,5.14,3.0,2.142857142857143,0.9999999999999998,0.9999999999999998,4.0856031128404675,2.918287937743191,26.154633088453668,True
3,3.33,1.6666666666666665,1.6666666666666665,0.3333333333333333,0.3333333333333333,1.5015015015015014,1.5015015015015014,1.3033333203e-06,True
6,5.5,2.5,3.0,1.6666666666666665,1.3333333333333333,2.7272727272727275,3.272727272727273,5.694926185550738,True
3,3.33,1.0,2.333333333333333,0.6666666666666666,0.6666666666666666,0.9009009009009009,2.1021021021021022,6.349999936500001e-07,True
4,3.75,2.25,1.5,0.75,0.5,2.4,1.5999999999999999,9.312499906875001e-07,True
4,2.75,1.25,1.5,0.5,0.5,1.8181818181818183,2.1818181818181817,7.762499922375e-07,True
5,4.4,2.0,2.4000000000000004,1.0,0.4,2.2727272727272725,2.727272727272727,0.0036927589630724104,True
8,5.12,2.25,2.875,0.75,0.875,3.515625,4.4921875,166.575900377991,True
6,4.83,2.4999999999999996,2.333333333333333,1.5,0.9999999999999999,3.1055900621118013,2.898550724637681,0.36763424382365756,True
4,2.75,1.25,1.5,0.5,0.75,1.8181818181818181,2.181818181818182,4.5624999543750004e-07,True
4,3.0,1.0,2.0,0.25,0.75,1.3333333333333333,2.6666666666666665,5.0062499499375006e-06,True
4,3.5,1.5,2.0,0.75,0.75,1.7142857142857142,2.2857142857142856,4.7362499526375e-06,True
9,5.33,2.444444444444444,2.8888888888888893,1.0,1.0,4.127579737335835,4.878048780487805,48749.53370473466,True
3,3.67,1.0,2.6666666666666665,0.3333333333333333,0.3333333333333333,0.8174386920980927,2.1798365122615806,8.499999915e-07,True
4,4.25,2.75,1.5,1.0,0.75,2.588235294117647,1.4117647058823528,9.305999906940001e-05,True
5,5.2,2.8000000000000003,2.4000000000000004,1.0,0.8,2.6923076923076916,2.3076923076923075,0.05057083449429166,True
5,5.6,2.8,2.8,1.0,1.2,2.5,2.5,0.10676138193238618,True
3,5.33,1.6666666666666665,3.666666666666667,1.3333333333333333,1.3333333333333333,0.9380863039399625,2.0637898686679175,4.083499959165e-05,True
6,3.5,1.6666666666666665,1.833333333333333,0.6666666666666666,0.6666666666666666,2.8571428571428568,3.1428571428571423,0.0016482833168505002,True
7,4.43,2.8571428571428568,1.5714285714285712,0.7142857142857142,0.7142857142857142,4.514672686230249,2.4830699774266365,0.5994255654343158,True
6,3.67,1.6666666666666667,2.0,0.5,1.0,2.7247956403269757,3.269754768392371,0.0033408716332579504,True
6,4.33,1.9999999999999998,2.3333333333333335,0.5,0.6666666666666666,2.771362586605081,3.233256351039261,0.027690567223094327,True
7,6.0,3.1428571428571432,2.8571428571428568,1.2857142857142856,1.714285714285714,3.666666666666666,3.3333333333333335,1796.653664664892,True
8,4.62,2.25,2.375,1.0,0.75,3.896103896103896,4.112554112554113,76.05459738382902,True
3,6.0,4.333333333333334,1.6666666666666665,1.3333333333333333,1.6666666666666665,2.166666666666667,0.8333333333333333,0.00024664666420020004,True
6,5.33,2.5,2.833333333333333,1.3333333333333333,1.1666666666666667,2.8142589118198873,3.189493433395872,1.5310145155231882,True
3,5.67,3.0,2.6666666666666665,2.0,1.3333333333333333,1.5873015873015872,1.4109347442680775,9.144166575225001e-05,True
7,5.0,1.9999999999999996,2.9999999999999996,1.0,1.1428571428571428,2.8000000000000003,4.199999999999999,7.470259328154549,True
3,2.67,1.6666666666666665,1.0,0.6666666666666666,0.3333333333333333,1.8726591760299627,1.1235955056179776,2.2833333105000003e-07,True
4,3.5,1.5,2.0,0.75,0.25,1.714285714285714,2.2857142857142856,1.9642499803575e-05,True
3,4.33,2.333333333333333,2.0,1.0,1.6666666666666665,1.6166281755196303,1.3856812933025404,2.3099999769000003e-06,True
5,5.0,3.0000000000000004,1.9999999999999998,1.2,0.4,3.0000000000000004,1.9999999999999998,0.020013580799864192,True
3,3.67,2.0,1.6666666666666665,0.0,0.6666666666666666,1.6348773841961852,1.3623978201634879,1.9066666476000002e-06,True
4,3.75,2.0,1.75,1.25,1.0,2.1333333333333333,1.8666666666666667,1.4501249854987501e-05,True
4,3.75,2.25,1.5,0.5,0.5,2.4,1.6,2.8644999713550003e-05,True
3,2.33,0.6666666666666666,1.6666666666666665,0.6666666666666666,0.3333333333333333,0.8583690987124464,2.1459227467811157,1.5166666515e-07,True
8,5.12,2.625,2.5,1.375,1.375,4.1015625,3.90625,1144.4730805765191,True
4,6.0,3.0,3.0,0.5,0.75,2.0,1.9999999999999998,0.005388789946112101,True
9,5.33,2.7777777777777777,2.5555555555555554,1.2222222222222223,1.0,4.690431519699812,4.315196998123827,143293.47659714578,True
3,5.67,2.0,3.666666666666667,1.3333333333333333,1.6666666666666665,1.0582010582010581,1.9400352733686066,0.0002112699978873,True
3,5.67,2.6666666666666665,3.0000000000000004,1.6666666666666665,1.3333333333333333,1.4109347442680775,1.5873015873015872,0.00015590666510760003,True
7,3.86,1.8571428571428572,1.9999999999999996,0.5714285714285714,0.2857142857142857,3.367875647668394,3.6269430051813476,0.09459531048261832,True
3,6.33,4.0,2.333333333333333,2.0,1.3333333333333333,1.8957345971563981,1.1058451816745656,2.8728333046050004e-05,True
3,3.67,1.6666666666666665,2.0,0.6666666666666666,1.0,1.3623978201634879,1.6348773841961854,2.1783333115500003e-06,True
6,4.5,1.9999999999999998,2.5,0.9999999999999999,1.1666666666666667,2.666666666666667,3.3333333333333335,0.10771673058949936,True
5,4.6,2.8,1.8,0.8,0.8,3.0434782608695654,1.9565217391304348,0.00442848095571519,True
3,3.33,1.6666666666666665,1.6666666666666665,0.6666666666666666,1.0,1.5015015015015014,1.5015015015015014,9.433333239000001e-07,True
3,3.67,2.333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.907356948228883,1.0899182561307903,1.1466666552000002e-06,True
6,5.5,2.833333333333333,2.6666666666666665,1.5,1.5,3.090909090909091,2.909090909090909,4.727048177729518,True
4,2.5,1.0,1.5,0.0,0.75,1.6,2.4,1.1712499882875e-06,True
6,4.5,1.6666666666666665,2.833333333333333,0.6666666666666666,0.6666666666666666,2.2222222222222223,3.7777777777777772,0.10700666226326672,True
4,4.5,2.75,1.75,1.25,0.5,2.444444444444444,1.5555555555555554,0.00010636999893630001,True
6,4.17,2.3333333333333335,1.8333333333333333,0.8333333333333333,0.8333333333333333,3.357314148681055,2.6378896882494005,0.012685035706482977,True
5,4.0,2.4,1.6,0.8,0.6000000000000001,3.0,2.0,0.00025499599745004004,True
5,4.0,2.0,2.0,0.6000000000000001,0.4,2.5,2.5,0.0005391099946089001,True
6,3.83,2.666666666666667,1.1666666666666665,0.6666666666666666,0.6666666666666666,4.177545691906005,1.827676240208877,8.973666576930001e-05,True
4,3.5,1.0,2.5,0.5,0.75,1.1428571428571428,2.8571428571428568,1.5233749847662501e-05,True
4,5.0,2.75,2.25,1.0,1.75,2.1999999999999997,1.7999999999999998,0.0007202112427978876,True
4,5.0,3.25,1.75,0.75,1.0,2.6,1.4,0.0006670562433294376,True
3,2.67,1.0,1.6666666666666665,0.3333333333333333,0.3333333333333333,1.1235955056179776,1.8726591760299627,2.3833333095000002e-07,True
3,5.0,2.6666666666666665,2.333333333333333,1.6666666666666665,1.0,1.6,1.4,1.6301666503650002e-05,True
4,3.5,2.25,1.25,0.75,1.0,2.571428571428571,1.4285714285714284,5.4912499450875005e-06,True
3,4.0,3.0,1.0,0.3333333333333333,1.0,2.25,0.75,4.479999955200001e-06,True
4,4.0,2.25,1.75,1.0,1.0,2.25,1.75,5.39899994601e-05,True
3,4.33,1.3333333333333333,3.0,0.3333333333333333,0.0,0.9237875288683602,2.0785219399538106,1.3451666532150002e-05,True
4,6.0,3.0,3.0,1.25,0.75,1.9999999999999998,2.0,0.0023254312267456875,True
6,3.83,2.1666666666666665,1.6666666666666667,0.8333333333333333,0.5,3.394255874673629,2.610966057441253,0.0039498907938344254,True
5,4.8,2.8,2.0,1.2000000000000002,1.2,2.916666666666667,2.0833333333333335,0.006467104935328951,True
3,4.67,2.333333333333333,2.333333333333333,1.0,1.0,1.4989293361884368,1.4989293361884368,1.526166651405e-05,True
4,3.25,1.0,2.25,0.75,0.5,1.2307692307692308,2.769230769230769,6.313749936862501e-06,True
3,3.0,1.0,2.0,0.6666666666666666,0.6666666666666666,1.0,2.0,5.8166666085e-07,True
5,3.2,2.0,1.2,0.6000000000000001,0.8,3.125,1.875,2.5763999742360004e-05,True
6,4.83,1.4999999999999998,3.333333333333333,0.8333333333333333,0.8333333333333333,1.8633540372670805,4.140786749482402,0.43252218900811146,True
4,4.25,1.5,2.75,0.75,0.75,1.411764705882353,2.588235294117647,0.00013725749862742503,True
3,5.33,3.0,2.3333333333333335,1.3333333333333333,1.6666666666666665,1.6885553470919326,1.3133208255159474,9.154666575120001e-05,True
